side,entry_price,exit_price,qty,pnl,pnl_pct,entry_time,exit_time,exit_reason
BUY,80.09262629999999,84.87916775714287,101.85259955232418,487.5217,5.9763,2024-01-23 08:00:00,2024-01-24 00:00:00,take_profit
BUY,95.41698464999999,98.93884868571429,109.91252478522934,387.097,3.691,2024-02-06 12:00:00,2024-02-07 20:00:00,take_profit
BUY,101.1307401,104.76986029285716,107.53029838046866,391.3157,3.5984,2024-02-07 20:00:00,2024-02-09 00:00:00,take_profit
BUY,104.94184469999999,109.04683502142858,107.35407187454318,440.6874,3.9117,2024-02-09 16:00:00,2024-02-09 20:00:00,take_profit
BUY,109.05940245000001,104.4871731357143,107.34170095924539,-490.7909,-4.1924,2024-02-11 04:00:00,2024-02-12 08:00:00,stop_loss
BUY,108.77466014999999,114.20378382857143,100.23129704773069,544.1681,4.9912,2024-02-16 16:00:00,2024-02-19 12:00:00,take_profit
BUY,108.64939754999999,103.23602759285716,108.23805070372896,-585.9326,-4.9824,2024-02-20 20:00:00,2024-02-21 08:00:00,stop_loss
BUY,104.82358559999999,98.6350578,91.00609687584013,-563.1938,-5.9038,2024-02-21 20:00:00,2024-02-24 00:00:00,stop_loss
BUY,108.34724655,113.3446993,97.93393894569263,489.4202,4.6124,2024-02-27 16:00:00,2024-02-28 08:00:00,take_profit
BUY,112.80537449999999,118.74721097857143,90.77783138072355,539.387,5.2673,2024-02-28 12:00:00,2024-02-29 00:00:00,take_profit
BUY,175.60755989999998,165.0262456,55.43359407146603,-586.5603,-6.0255,2024-04-05 12:00:00,2024-04-10 12:00:00,stop_loss
BUY,153.39145739999998,140.74994696428573,43.96241929213223,-555.7514,-8.2413,2024-04-12 20:00:00,2024-04-13 16:00:00,stop_loss
BUY,133.45879605,120.82712764285715,41.75157370589272,-527.392,-9.4648,2024-04-13 16:00:00,2024-04-13 20:00:00,stop_loss
BUY,136.5330324,128.3856322142857,61.67116186030205,-502.4596,-5.9673,2024-04-27 04:00:00,2024-04-30 12:00:00,stop_loss
BUY,164.16914354999997,171.16260445714286,57.66928152422034,403.3079,4.2599,2024-05-26 08:00:00,2024-05-27 16:00:00,take_profit
BUY,162.56794335,155.16105209285715,60.718147867605055,-449.7327,-4.5562,2024-06-07 20:00:00,2024-06-11 00:00:00,stop_loss
BUY,149.29030784999998,155.61176947857146,63.10584953534392,398.9212,4.2343,2024-06-11 16:00:00,2024-06-12 12:00:00,take_profit
BUY,137.142537,129.3858604214286,63.833041486374015,-495.1323,-5.6559,2024-06-18 04:00:00,2024-06-21 16:00:00,stop_loss
BUY,161.57964944999998,150.80410308571427,43.57377457824508,-469.5312,-6.6689,2024-08-02 04:00:00,2024-08-02 16:00:00,stop_loss
BUY,152.35083734999998,140.07775465714286,36.283467402409286,-445.31,-8.0558,2024-08-03 08:00:00,2024-08-03 16:00:00,stop_loss
BUY,141.02957955,128.4741165214286,33.66387368320731,-422.6655,-8.9027,2024-08-04 04:00:00,2024-08-05 00:00:00,stop_loss
BUY,132.0021681,126.47694417857144,60.50941452173652,-334.3281,-4.1857,2024-09-02 08:00:00,2024-09-04 00:00:00,stop_loss
BUY,135.95364285,132.12756031428572,56.291583530332076,-215.3762,-2.8143,2024-09-15 12:00:00,2024-09-15 20:00:00,stop_loss
