side,entry_price,exit_price,qty,pnl,pnl_pct,entry_time,exit_time,exit_reason
BUY,3030.9447149999996,3237.2005900000004,2.788421348040717,575.1283,6.805,2024-04-14 08:00:00,2024-04-15 04:00:00,take_profit
BUY,3420.219255,3370.9676016071435,3.09194454991419,-152.2834,-1.44,2024-06-23 20:00:00,2024-06-24 04:00:00,stop_loss
BUY,2826.6326099999997,2720.732881607143,3.687371633247561,-390.4917,-3.7465,2024-08-04 12:00:00,2024-08-04 16:00:00,stop_loss
BUY,2427.2530199999997,2524.61706,4.133212799249942,402.4263,4.0113,2024-09-01 20:00:00,2024-09-02 08:00:00,take_profit
BUY,2374.8468299999995,2331.94094625,4.3938747601658,-188.5231,-1.8067,2024-09-15 16:00:00,2024-09-15 20:00:00,stop_loss
BUY,2641.5200999999997,2595.191755,3.878924285272343,-179.7041,-1.7539,2024-09-29 04:00:00,2024-09-30 08:00:00,stop_loss
BUY,2455.0969349999996,2403.0382369642857,4.100266747067587,-213.4545,-2.1204,2024-11-03 08:00:00,2024-11-04 20:00:00,stop_loss
BUY,3247.0327049999996,3389.634335,3.0344929263521485,432.7236,4.3918,2024-12-22 16:00:00,2024-12-24 00:00:00,signal
BUY,3271.8150899999996,3155.08167,3.143766114385722,-366.9826,-3.5678,2025-01-19 04:00:00,2025-01-19 08:00:00,stop_loss
BUY,3234.0762299999997,3163.344322321429,3.066977441736281,-216.9332,-2.1871,2025-01-26 20:00:00,2025-01-27 00:00:00,stop_loss
BUY,3101.580015,2986.782647321429,3.1280526796289556,-359.0922,-3.7013,2025-02-02 04:00:00,2025-02-02 16:00:00,stop_loss
BUY,1813.76643,1834.2224300000003,5.151056557719542,105.37,1.1278,2025-03-30 12:00:00,2025-04-01 00:00:00,signal
BUY,1760.569845,1711.7658317857145,5.366548508825434,-261.9091,-2.7721,2025-04-06 12:00:00,2025-04-06 16:00:00,stop_loss
BUY,1811.3652299999999,1842.7281750000002,5.0714644511686675,159.0561,1.7315,2025-05-04 20:00:00,2025-05-05 12:00:00,take_profit
BUY,2517.948345,2579.9593750000004,3.7114861594507476,230.1531,2.4628,2025-06-15 08:00:00,2025-06-16 04:00:00,take_profit
BUY,4586.402055,4486.4870628571425,2.087798539558631,-208.6024,-2.1785,2025-09-14 12:00:00,2025-09-15 12:00:00,stop_loss
BUY,2071.09503,2145.00696,4.522670858604607,334.2793,3.5687,2026-03-22 08:00:00,2026-03-23 08:00:00,take_profit
