side,entry_price,exit_price,qty,pnl,pnl_pct,entry_time,exit_time,exit_reason
BUY,6.912454499999999,7.209393500000001,1446.664133557769,429.571,4.2957,2024-04-07 16:00:00,2024-04-08 04:00:00,take_profit
BUY,6.939468,6.66416625,1502.9352395824164,-413.7607,-3.9672,2024-05-12 04:00:00,2024-05-13 00:00:00,stop_loss
BUY,3.8749365,4.055971,2584.7675954330616,467.9321,4.6719,2024-08-11 16:00:00,2024-08-12 08:00:00,take_profit
BUY,7.641819,7.333902642857143,1371.8909606228872,-422.4277,-4.0294,2024-12-08 08:00:00,2024-12-09 04:00:00,stop_loss
BUY,6.6143054999999995,6.919538500000001,1521.144546744026,464.3035,4.6147,2024-12-15 00:00:00,2024-12-16 00:00:00,take_profit
BUY,2.771385,2.622009767857143,3554.4253571980425,-530.9431,-5.3899,2025-03-09 08:00:00,2025-03-09 16:00:00,stop_loss
BUY,2.5892939999999998,2.568715,3666.5866224464994,-75.4547,-0.7948,2025-03-30 20:00:00,2025-04-01 00:00:00,signal
BUY,2.391195,2.282251160714286,4148.227332480663,-451.9238,-4.556,2025-04-06 04:00:00,2025-04-06 16:00:00,stop_loss
BUY,2.5142564999999997,2.6196895000000002,3765.4458264145765,397.0022,4.1934,2025-04-27 12:00:00,2025-04-28 20:00:00,take_profit
BUY,2.4202095,2.3264433392857145,4075.8037245441315,-382.1725,-3.8743,2025-05-04 04:00:00,2025-05-04 16:00:00,stop_loss
BUY,2.367183,2.4297845000000002,4005.658382643675,250.7602,2.6446,2025-08-31 20:00:00,2025-09-01 08:00:00,take_profit
BUY,2.6913449999999997,2.5992354464285716,3616.3652933543162,-333.1018,-3.4224,2025-09-14 12:00:00,2025-09-15 08:00:00,stop_loss
BUY,2.6743365,2.7766110000000004,3514.8100688602945,359.4754,3.8243,2025-09-28 08:00:00,2025-09-28 20:00:00,take_profit
BUY,1.8059024999999997,1.7470189107142857,5404.090364849849,-318.2122,-3.2606,2025-11-30 20:00:00,2025-12-01 00:00:00,stop_loss
BUY,1.592796,1.6381805,5927.34290053563,269.0095,2.8494,2025-12-14 20:00:00,2025-12-15 00:00:00,take_profit
BUY,1.2006,1.195402,6767.26432649307,-35.1762,-0.433,2026-02-01 08:00:00,2026-02-03 00:00:00,signal
BUY,1.0375184999999998,0.9925106392857143,9325.020533611498,-419.6992,-4.338,2026-02-08 20:00:00,2026-02-09 08:00:00,stop_loss
BUY,1.01640795,0.9788103500000002,9105.774990413209,-342.3553,-3.6991,2026-02-22 12:00:00,2026-02-23 00:00:00,stop_loss
BUY,1.2777385499999998,1.3141426,6975.469907664289,253.9354,2.8491,2026-03-22 08:00:00,2026-03-23 08:00:00,take_profit
