side,entry_price,exit_price,qty,pnl,pnl_pct,entry_time,exit_time,exit_reason
BUY,318.3460935,324.6663534732143,31.412353423460495,198.5342,1.9853,2024-02-08 16:00:00,2024-02-09 12:00:00,take_profit
BUY,328.27195394999995,324.83775701428567,31.06733340235373,-106.6913,-1.0461,2024-02-12 20:00:00,2024-02-13 12:00:00,stop_loss
BUY,344.60331555,353.85458420000003,29.28539118298562,270.927,2.6846,2024-02-15 04:00:00,2024-02-15 12:00:00,take_profit
BUY,356.3488854,350.549487575,29.08040503215707,-168.6488,-1.6274,2024-02-15 16:00:00,2024-02-15 20:00:00,stop_loss
BUY,356.26824509999994,349.5944439071429,28.613611296271305,-190.9616,-1.8733,2024-02-16 04:00:00,2024-02-17 12:00:00,stop_loss
BUY,358.16979539999994,353.53306646785717,27.92854020011289,-129.4971,-1.2946,2024-02-20 08:00:00,2024-02-20 12:00:00,stop_loss
BUY,364.15748775,377.0261961696429,27.11371533212894,348.9185,3.5338,2024-02-21 08:00:00,2024-02-21 20:00:00,take_profit
BUY,384.87354059999996,395.97443516785717,26.56088267268925,294.8496,2.8843,2024-02-25 12:00:00,2024-02-26 12:00:00,take_profit
BUY,396.5205612,391.798752625,26.524300485323362,-125.2427,-1.1908,2024-02-26 12:00:00,2024-02-27 16:00:00,stop_loss
BUY,413.69934629999995,406.92221568214285,25.12014567425575,-170.2425,-1.6382,2024-02-28 12:00:00,2024-02-28 16:00:00,stop_loss
BUY,419.9160531,453.6052125071429,24.34283057426257,820.0895,8.0228,2024-03-06 12:00:00,2024-03-07 16:00:00,take_profit
BUY,485.13384569999994,516.2675299607143,22.760800825453003,708.6276,6.4175,2024-03-08 16:00:00,2024-03-10 08:00:00,take_profit
BUY,522.89161515,510.0100102857144,22.472462899818236,-289.4814,-2.4635,2024-03-10 12:00:00,2024-03-11 00:00:00,stop_loss
BUY,542.17095,585.1218998392857,21.13942297107883,907.9583,7.922,2024-03-12 16:00:00,2024-03-13 08:00:00,take_profit
BUY,592.5996517499999,575.6282347607143,20.87267397781404,-354.2389,-2.8639,2024-03-13 08:00:00,2024-03-14 16:00:00,stop_loss
BUY,613.05707535,584.9089206678573,19.598339142771614,-551.6571,-4.5914,2024-03-16 00:00:00,2024-03-16 16:00:00,stop_loss
BUY,556.82337255,568.4902127,20.586857448861522,240.1836,2.0952,2024-03-20 20:00:00,2024-03-27 16:00:00,signal
BUY,616.0570746,605.5580195250001,18.997309587795563,-199.4538,-1.7042,2024-03-29 08:00:00,2024-03-29 12:00:00,stop_loss
BUY,582.3906498,569.4768905428572,19.753018312088944,-255.0857,-2.2174,2024-04-04 04:00:00,2024-04-05 04:00:00,stop_loss
BUY,606.09679695,596.3487193357143,18.559556004603845,-180.92,-1.6083,2024-04-10 16:00:00,2024-04-11 08:00:00,stop_loss
BUY,543.9780530999999,529.2532124428571,20.346349253818765,-299.5968,-2.7069,2024-04-18 04:00:00,2024-04-19 00:00:00,stop_loss
BUY,603.39024435,594.3729005964286,17.846444825550833,-160.9275,-1.4944,2024-04-22 04:00:00,2024-04-22 12:00:00,stop_loss
BUY,580.7838468,586.0597235500001,18.26401204982131,96.3587,0.9084,2024-05-03 16:00:00,2024-05-10 16:00:00,signal
BUY,599.0143575,612.8152783660715,17.86902387032042,246.609,2.3039,2024-05-21 00:00:00,2024-05-21 04:00:00,take_profit
BUY,626.7218042999999,621.8197631571428,17.472522516511376,-85.651,-0.7822,2024-06-03 04:00:00,2024-06-03 16:00:00,stop_loss
BUY,664.1625153,686.4717102982142,16.358586283761245,364.9469,3.359,2024-06-04 12:00:00,2024-06-04 20:00:00,take_profit
