strategy,symbol,params,final_capital,total_return_pct,weekly_return_pct,n_trades,win_rate_pct,profit_factor,max_drawdown_pct,sharpe_annual,n_weeks
TSMOM,SOLUSDC,"{'lookback': 13, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",11708.85,17.0885,0.146,149,44.3,1.0419,35.68,0.3633,117.1
TSMOM,SOLUSDC,"{'lookback': 13, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",11691.84,16.9184,0.1445,149,44.3,1.0415,35.77,0.3617,117.1
TSMOM,ADAUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",11656.71,16.5671,0.1415,179,39.66,1.0399,37.18,0.3583,117.1
TSMOM,ADAUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",11631.14,16.3114,0.1393,163,38.65,1.0396,37.11,0.3518,117.1
TSMOM,XRPUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",11622.57,16.2257,0.1386,201,41.29,1.0335,35.43,0.3549,117.1
TSMOM,XRPUSDC,"{'lookback': 14, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",11563.06,15.6306,0.1335,171,42.11,1.0411,33.96,0.3491,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",11529.36,15.2936,0.1306,175,42.29,1.0296,35.42,0.3528,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",11529.36,15.2936,0.1306,175,42.29,1.0296,35.42,0.3528,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",11529.36,15.2936,0.1306,175,42.29,1.0296,35.42,0.3528,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",11524.39,15.2439,0.1302,109,41.28,1.0444,37.97,0.3421,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",11524.39,15.2439,0.1302,109,41.28,1.0444,37.97,0.3421,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",11524.39,15.2439,0.1302,109,41.28,1.0444,37.97,0.3421,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",11489.34,14.8934,0.1272,194,41.75,1.0297,39.36,0.3466,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",11467.68,14.6768,0.1254,193,41.45,1.0294,39.36,0.3447,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",11449.66,14.4966,0.1238,189,41.27,1.0313,36.43,0.3432,117.1
TSMOM,ADAUSDC,"{'lookback': 14, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",11371.64,13.7164,0.1172,140,40.71,1.0378,37.51,0.3232,117.1
TSMOM,ADAUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",11364.61,13.6461,0.1166,217,40.09,1.028,36.32,0.3555,117.1
TSMOM,ADAUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",11345.25,13.4525,0.1149,216,39.81,1.0277,36.32,0.3538,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",11321.48,13.2148,0.1129,188,40.96,1.0299,32.28,0.3302,117.1
TSMOM,SOLUSDC,"{'lookback': 13, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",11280.85,12.8085,0.1094,157,43.95,1.0296,38.03,0.3237,117.1
TSMOM,ADAUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",11280.16,12.8016,0.1093,181,39.23,1.0315,37.18,0.3248,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",11208.12,12.0812,0.1032,167,41.32,1.0313,31.35,0.3124,117.1
TSMOM,ADAUSDC,"{'lookback': 14, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",11184.38,11.8438,0.1012,165,38.18,1.0294,37.11,0.3083,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",11183.54,11.8354,0.1011,193,39.38,1.0293,28.33,0.3131,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",11164.71,11.6471,0.0995,189,40.74,1.0266,32.25,0.316,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",11105.84,11.0584,0.0945,191,39.27,1.0276,28.33,0.3051,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",11089.7,10.897,0.0931,191,39.27,1.0272,28.33,0.3034,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",11062.71,10.6271,0.0908,191,40.84,1.0234,36.29,0.3103,117.1
TSMOM,ADAUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",11011.75,10.1175,0.0864,182,39.01,1.0253,37.18,0.3004,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",11008.41,10.0841,0.0861,199,41.21,1.021,35.53,0.306,117.1
TSMOM,XRPUSDC,"{'lookback': 14, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",10989.01,9.8901,0.0845,98,41.84,1.0422,35.33,0.2813,117.1
TSMOM,XRPUSDC,"{'lookback': 14, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",10989.01,9.8901,0.0845,98,41.84,1.0422,35.33,0.2813,117.1
TSMOM,XRPUSDC,"{'lookback': 14, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",10909.54,9.0954,0.0777,100,42.0,1.0389,35.33,0.2694,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",10817.24,8.1724,0.0698,165,41.21,1.022,31.35,0.2679,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",10809.1,8.091,0.0691,211,40.28,1.018,28.72,0.3094,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",10802.64,8.0264,0.0686,89,42.7,1.03,36.93,0.2616,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",10802.64,8.0264,0.0686,89,42.7,1.03,36.93,0.2616,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",10802.64,8.0264,0.0686,89,42.7,1.03,36.93,0.2616,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",10793.39,7.9339,0.0678,211,40.28,1.0177,28.72,0.3078,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",10763.09,7.6309,0.0652,211,40.28,1.017,28.72,0.3047,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",10735.84,7.3584,0.0629,202,41.09,1.0153,35.53,0.2803,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",10733.71,7.3371,0.0627,199,40.2,1.018,31.64,0.2644,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",10717.62,7.1762,0.0613,191,40.31,1.0168,32.25,0.2743,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",10647.34,6.4734,0.0553,198,39.9,1.0139,37.76,0.267,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",10638.99,6.3899,0.0546,182,40.66,1.0146,37.5,0.2707,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",10619.7,6.197,0.0529,193,40.41,1.014,36.29,0.271,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",10539.74,5.3974,0.0461,201,39.8,1.0116,37.48,0.2575,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",10465.7,4.657,0.0398,192,40.1,1.0118,31.77,0.2398,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",10462.86,4.6286,0.0395,156,41.03,1.0127,35.56,0.2235,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",10429.98,4.2998,0.0367,215,39.07,1.0109,33.14,0.2312,117.1
TSMOM,DOGEUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",10427.15,4.2715,0.0365,204,40.69,1.0091,35.53,0.2505,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",10423.31,4.2331,0.0362,111,41.44,1.0131,38.28,0.2178,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",10423.31,4.2331,0.0362,111,41.44,1.0131,38.28,0.2178,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",10423.31,4.2331,0.0362,111,41.44,1.0131,38.28,0.2178,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",10405.91,4.0591,0.0347,173,39.88,1.0111,32.11,0.2256,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",10268.69,2.6869,0.023,182,40.66,1.007,32.93,0.2169,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",10251.03,2.5103,0.0214,173,39.31,1.0064,38.95,0.2216,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",10248.96,2.4896,0.0213,184,40.22,1.0067,31.55,0.2125,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",10231.13,2.3113,0.0197,189,40.21,1.0059,33.28,0.2132,117.1
TSMOM,SOLUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",10171.67,1.7167,0.0147,112,39.29,1.0061,38.36,0.1993,117.1
TSMOM,SOLUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",10171.67,1.7167,0.0147,112,39.29,1.0061,38.36,0.1993,117.1
TSMOM,SOLUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",10171.67,1.7167,0.0147,112,39.29,1.0061,38.36,0.1993,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",10149.94,1.4994,0.0128,79,40.51,1.0067,37.67,0.1715,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",10149.94,1.4994,0.0128,79,40.51,1.0067,37.67,0.1715,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",10149.94,1.4994,0.0128,79,40.51,1.0067,37.67,0.1715,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",10125.97,1.2597,0.0108,189,40.74,1.0035,31.34,0.2025,117.1
TSMOM,ADAUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",10117.82,1.1782,0.0101,203,39.41,1.0026,37.48,0.2162,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",9990.28,-0.0972,-0.0008,189,40.74,0.9998,38.94,0.1787,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",9990.28,-0.0972,-0.0008,189,40.74,0.9998,38.94,0.1787,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",9990.28,-0.0972,-0.0008,189,40.74,0.9998,38.94,0.1787,117.1
TSMOM,SOLUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",9901.21,-0.9879,-0.0084,180,42.22,0.9975,35.61,0.1976,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",9873.21,-1.2679,-0.0108,210,39.05,0.9968,33.21,0.1576,117.1
TSMOM,SOLUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",9873.42,-1.2658,-0.0108,180,42.22,0.9969,35.79,0.1947,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",9828.01,-1.7199,-0.0147,175,38.86,0.9955,38.95,0.1772,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",9814.34,-1.8566,-0.0159,170,39.41,0.9947,33.83,0.1537,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",9809.62,-1.9038,-0.0163,174,38.51,0.995,38.95,0.1752,117.1
TSMOM,XRPUSDC,"{'lookback': 12, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",9676.6,-3.234,-0.0276,163,39.88,0.9908,35.95,0.1335,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",9555.77,-4.4423,-0.0379,191,40.31,0.9889,35.54,0.1425,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",9529.4,-4.706,-0.0402,159,40.88,0.9888,38.16,0.1339,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",9529.4,-4.706,-0.0402,159,40.88,0.9888,38.16,0.1339,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",9529.4,-4.706,-0.0402,159,40.88,0.9888,38.16,0.1339,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",9406.59,-5.9341,-0.0507,50,40.0,0.9557,37.77,0.0165,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",9406.59,-5.9341,-0.0507,50,40.0,0.9557,37.77,0.0165,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",9406.59,-5.9341,-0.0507,50,40.0,0.9557,37.77,0.0165,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",9403.01,-5.9699,-0.051,45,37.78,0.9515,36.29,0.0196,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",9403.01,-5.9699,-0.051,45,37.78,0.9515,36.29,0.0196,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",9403.01,-5.9699,-0.051,45,37.78,0.9515,36.29,0.0196,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",9353.96,-6.4604,-0.0552,186,39.25,0.9841,37.5,0.1432,117.1
TSMOM,ADAUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",9336.46,-6.6354,-0.0567,185,38.92,0.9835,37.5,0.1414,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",9275.76,-7.2424,-0.0619,188,39.89,0.98,35.79,0.0975,117.1
TSMOM,SOLUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",9256.9,-7.431,-0.0635,180,41.67,0.9815,38.77,0.1345,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",9220.26,-7.7974,-0.0666,54,37.04,0.9412,35.22,-0.0251,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",9220.26,-7.7974,-0.0666,54,37.04,0.9412,35.22,-0.0251,117.1
TSMOM,AVAXUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",9220.26,-7.7974,-0.0666,54,37.04,0.9412,35.22,-0.0251,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",9188.88,-8.1112,-0.0693,92,38.04,0.9632,36.07,0.0345,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",9188.88,-8.1112,-0.0693,92,38.04,0.9632,36.07,0.0345,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",9014.95,-9.8505,-0.0841,42,35.71,0.9023,35.99,-0.1164,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",9014.95,-9.8505,-0.0841,42,35.71,0.9023,35.99,-0.1164,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",9014.95,-9.8505,-0.0841,42,35.71,0.9023,35.99,-0.1164,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",8988.91,-10.1109,-0.0864,92,38.04,0.9539,36.07,0.0045,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",8972.16,-10.2784,-0.0878,199,39.7,0.9737,35.86,0.0662,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",8905.26,-10.9474,-0.0935,169,39.64,0.9739,36.31,0.0772,117.1
TSMOM,XRPUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",8853.44,-11.4656,-0.0979,207,39.61,0.9713,35.65,0.063,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",8799.14,-12.0086,-0.1026,169,39.64,0.9714,37.07,0.0633,117.1
TSMOM,AVAXUSDC,"{'lookback': 14, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",8799.14,-12.0086,-0.1026,169,39.64,0.9714,37.07,0.0633,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",8783.26,-12.1674,-0.1039,49,34.69,0.8981,38.0,-0.0828,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",8783.26,-12.1674,-0.1039,49,34.69,0.8981,38.0,-0.0828,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.9, 'vol_min_ann': 0.35}",8783.26,-12.1674,-0.1039,49,34.69,0.8981,38.0,-0.0828,117.1
TSMOM,XRPUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",8733.43,-12.6657,-0.1082,181,39.23,0.966,36.24,0.0138,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",8721.9,-12.781,-0.1092,51,41.18,0.8842,37.04,-0.2183,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",8676.64,-13.2336,-0.113,59,37.29,0.8841,37.08,-0.2417,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",8649.33,-13.5067,-0.1154,45,35.56,0.8719,35.62,-0.2246,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",8649.33,-13.5067,-0.1154,45,35.56,0.8719,35.62,-0.2246,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",8649.33,-13.5067,-0.1154,45,35.56,0.8719,35.62,-0.2246,117.1
TSMOM,XRPUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",8583.88,-14.1612,-0.121,186,38.71,0.9622,36.19,-0.0081,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.25}",8580.48,-14.1952,-0.1213,177,38.98,0.9603,34.05,-0.0065,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",8531.42,-14.6858,-0.1254,50,40.0,0.8643,37.04,-0.2729,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.3}",8508.49,-14.9151,-0.1274,175,38.86,0.958,34.05,-0.0175,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",8506.25,-14.9375,-0.1276,197,38.58,0.9678,37.79,0.0036,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",8506.25,-14.9375,-0.1276,197,38.58,0.9678,37.79,0.0036,117.1
TSMOM,AVAXUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",8506.25,-14.9375,-0.1276,197,38.58,0.9678,37.79,0.0036,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",8487.15,-15.1285,-0.1292,58,36.21,0.8649,37.08,-0.2981,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",8466.64,-15.3336,-0.131,53,39.62,0.8608,37.04,-0.2914,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",8451.41,-15.4859,-0.1323,47,34.04,0.8608,36.17,-0.259,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",8451.41,-15.4859,-0.1323,47,34.04,0.8608,36.17,-0.259,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",8451.41,-15.4859,-0.1323,47,34.04,0.8608,36.17,-0.259,117.1
TSMOM,SOLUSDC,"{'lookback': 11, 'z_threshold': 1.0, 'vol_min_ann': 0.35}",8335.45,-16.6455,-0.1422,175,38.86,0.9526,35.48,-0.0417,117.1
TSMOM,SOLUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",8319.73,-16.8027,-0.1435,63,36.51,0.8868,35.78,-0.2425,117.1
TSMOM,XRPUSDC,"{'lookback': 10, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",8312.87,-16.8713,-0.1441,189,38.62,0.954,35.98,-0.0462,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",8261.75,-17.3825,-0.1485,197,39.09,0.9567,36.05,-0.0145,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 1.1, 'vol_min_ann': 0.35}",8214.12,-17.8588,-0.1525,38,36.84,0.7808,36.14,-0.4015,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 1.1, 'vol_min_ann': 0.3}",8214.12,-17.8588,-0.1525,38,36.84,0.7808,36.14,-0.4015,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",8204.53,-17.9547,-0.1534,199,39.2,0.9556,36.49,-0.0205,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",8147.81,-18.5219,-0.1582,45,33.33,0.81,37.89,-0.3163,117.1
TSMOM,SOLUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",8136.79,-18.6321,-0.1592,93,37.63,0.9055,37.19,-0.1811,117.1
TSMOM,SOLUSDC,"{'lookback': 12, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",8136.79,-18.6321,-0.1592,93,37.63,0.9055,37.19,-0.1811,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 1.1, 'vol_min_ann': 0.25}",8127.22,-18.7278,-0.16,41,36.59,0.7787,37.27,-0.4226,117.1
TSMOM,DOGEUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",8116.27,-18.8373,-0.1609,61,34.43,0.8311,37.08,-0.4068,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.25}",8111.54,-18.8846,-0.1613,53,35.85,0.8474,37.83,-0.3214,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.3}",8111.54,-18.8846,-0.1613,53,35.85,0.8474,37.83,-0.3214,117.1
TSMOM,AVAXUSDC,"{'lookback': 13, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",8111.54,-18.8846,-0.1613,53,35.85,0.8474,37.83,-0.3214,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.25}",8103.85,-18.9615,-0.162,176,38.64,0.947,37.6,-0.0611,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.9, 'vol_min_ann': 0.3}",8035.86,-19.6414,-0.1678,174,38.51,0.9448,38.12,-0.071,117.1
TSMOM,SOLUSDC,"{'lookback': 10, 'z_threshold': 0.7, 'vol_min_ann': 0.35}",7994.48,-20.0552,-0.1713,198,38.89,0.9504,38.12,-0.0484,117.1
TSMOM,DOGEUSDC,"{'lookback': 12, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",7969.87,-20.3013,-0.1734,44,31.82,0.7877,37.89,-0.3654,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.35}",7967.63,-20.3237,-0.1736,48,33.33,0.8139,36.98,-0.3458,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.3}",7967.63,-20.3237,-0.1736,48,33.33,0.8139,36.98,-0.3458,117.1
TSMOM,AVAXUSDC,"{'lookback': 11, 'z_threshold': 0.8, 'vol_min_ann': 0.25}",7967.63,-20.3237,-0.1736,48,33.33,0.8139,36.98,-0.3458,117.1
