strategy,symbol,params,final_capital,total_return_pct,weekly_return_pct,n_trades,win_rate_pct,profit_factor,max_drawdown_pct,sharpe_annual,n_weeks
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.0, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",19006.55,90.0655,0.7693,177,35.59,1.1389,35.5,0.8592,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",18998.55,89.9855,0.7686,82,36.59,1.3901,29.34,0.9737,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.0, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18948.11,89.4811,0.7643,171,35.67,1.1442,37.1,0.8591,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.25, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",18928.14,89.2814,0.7626,143,35.66,1.1579,35.58,0.836,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",18873.32,88.7332,0.7579,112,32.14,1.328,27.16,0.9573,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",18801.61,88.0161,0.7518,151,30.46,1.1388,35.19,0.7935,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.25, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",18791.77,87.9177,0.751,150,32.67,1.1525,31.99,0.8646,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 12, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",18725.25,87.2525,0.7453,81,35.8,1.4552,22.53,1.0266,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",18721.68,87.2168,0.745,124,36.29,1.1833,34.19,0.8309,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",18712.89,87.1289,0.7442,111,30.63,1.2906,37.68,0.7326,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",18705.8,87.058,0.7436,86,29.07,1.3155,35.44,0.7591,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",18685.29,86.8529,0.7419,109,30.28,1.2821,37.51,0.7323,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.0, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",18683.44,86.8344,0.7417,157,35.67,1.1431,37.02,0.7896,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",18653.8,86.538,0.7392,89,26.97,1.4327,24.43,1.0242,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",18610.73,86.1073,0.7355,116,30.17,1.3227,25.26,0.9907,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",18593.2,85.932,0.734,83,36.14,1.2587,36.18,0.8848,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",18545.55,85.4555,0.7299,73,36.99,1.3756,26.15,0.9656,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",18536.02,85.3602,0.7291,118,30.51,1.2619,37.07,0.7227,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 18, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",18486.28,84.8628,0.7249,141,32.62,1.1487,33.18,0.751,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",18467.8,84.678,0.7233,107,30.84,1.2844,37.48,0.7218,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.0, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18402.7,84.027,0.7177,141,34.04,1.184,36.45,0.7687,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",18388.14,83.8814,0.7165,124,38.71,1.22,34.67,0.8543,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",18379.77,83.7977,0.7158,77,40.26,1.39,20.63,0.9708,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",18370.47,83.7047,0.715,85,35.29,1.3181,19.83,0.8642,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.0, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18345.46,83.4546,0.7129,139,33.81,1.1882,36.72,0.7628,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",18285.24,82.8524,0.7077,96,37.5,1.2595,27.06,0.8616,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.0, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",18282.3,82.823,0.7075,172,27.91,1.1573,30.77,0.7993,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",18271.24,82.7124,0.7065,85,35.29,1.3989,24.0,0.985,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18251.44,82.5144,0.7048,77,40.26,1.4764,19.28,1.0438,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 12, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",18238.62,82.3862,0.7037,81,30.86,1.4931,18.86,1.0166,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",18219.18,82.1918,0.7021,81,27.16,1.4443,20.11,1.012,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",18217.02,82.1702,0.7019,93,30.11,1.4488,24.43,0.9898,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.0, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18203.66,82.0366,0.7007,166,35.54,1.1303,36.5,0.8223,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.5, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18191.94,81.9194,0.6997,129,37.21,1.2065,25.44,0.8904,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",18188.53,81.8853,0.6994,89,34.83,1.324,16.82,0.9513,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18187.16,81.8716,0.6993,164,35.37,1.1335,35.68,0.8346,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",18166.41,81.6641,0.6976,123,21.95,1.233,36.33,0.6795,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",18108.53,81.0853,0.6926,126,29.37,1.2537,27.84,0.8669,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",18103.15,81.0315,0.6922,87,31.03,1.3522,27.42,0.9744,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",18067.65,80.6765,0.6891,106,35.85,1.3015,26.74,0.9664,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",18012.4,80.124,0.6844,114,22.81,1.2409,37.05,0.6743,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",18008.99,80.0899,0.6841,85,41.18,1.3507,31.08,1.0062,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",18008.35,80.0835,0.6841,120,35.0,1.216,35.34,0.7501,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",17976.94,79.7694,0.6814,170,31.18,1.1669,27.77,0.8466,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.0, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",17943.01,79.4301,0.6785,161,32.92,1.1332,37.54,0.7756,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",17942.72,79.4272,0.6785,109,22.02,1.2465,36.24,0.6722,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",17891.4,78.914,0.6741,80,31.25,1.3679,24.0,0.9789,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",17842.51,78.4251,0.6699,91,24.18,1.3121,35.9,0.6653,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",17833.54,78.3354,0.6691,126,32.54,1.2343,29.98,0.8607,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",17809.32,78.0932,0.6671,96,34.38,1.2749,20.51,0.911,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",17750.34,77.5034,0.662,91,40.66,1.3169,34.4,0.974,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",17711.87,77.1187,0.6587,88,40.91,1.3318,32.23,0.9754,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",17701.28,77.0128,0.6578,157,38.85,1.1236,37.87,0.7755,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.0, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",17662.9,76.629,0.6545,158,37.34,1.1668,33.27,0.7823,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",17661.41,76.6141,0.6544,188,27.13,1.1307,34.93,0.7341,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",17598.68,75.9868,0.6491,90,35.56,1.2754,35.45,0.8691,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",17587.81,75.8781,0.6481,111,35.14,1.2752,30.7,0.923,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.5, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",17471.17,74.7117,0.6382,130,33.08,1.2493,27.84,0.8591,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",17459.25,74.5925,0.6372,92,28.26,1.3776,27.79,0.8216,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",17391.45,73.9145,0.6314,108,26.85,1.215,36.54,0.6943,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 18, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",17385.56,73.8556,0.6309,107,25.23,1.2382,36.52,0.8507,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",17384.39,73.8439,0.6308,91,28.57,1.2543,35.72,0.6933,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",17382.01,73.8201,0.6306,115,33.91,1.2354,26.23,0.8895,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",17355.08,73.5508,0.6283,138,29.71,1.1484,34.29,0.7641,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",17351.7,73.517,0.628,90,32.22,1.3136,35.83,0.864,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 18, 'k_threshold': 1.5, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",17341.17,73.4117,0.6271,107,27.1,1.3091,26.1,0.8687,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",17335.33,73.3533,0.6266,134,38.06,1.188,36.56,0.7791,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",17326.83,73.2683,0.6258,114,36.84,1.2131,26.37,0.8058,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",17256.82,72.5682,0.6199,123,30.08,1.222,36.65,0.6629,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.0, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",17240.66,72.4066,0.6185,167,32.34,1.1174,36.85,0.7335,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.5, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",17223.01,72.2301,0.617,120,33.33,1.2806,25.26,0.942,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",17079.38,70.7938,0.6047,139,37.41,1.1794,36.58,0.7591,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",16992.58,69.9258,0.5973,130,32.31,1.1571,30.43,0.7861,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",16970.26,69.7026,0.5954,168,35.12,1.1163,35.98,0.7632,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",16969.71,69.6971,0.5953,99,39.39,1.2417,37.72,0.886,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",16959.2,69.592,0.5944,85,29.41,1.402,20.11,0.9062,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 18, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",16944.19,69.4419,0.5932,149,35.57,1.1377,34.34,0.7737,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",16937.59,69.3759,0.5926,117,31.62,1.2364,29.66,0.8018,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",16928.9,69.289,0.5919,96,28.12,1.3266,29.99,0.7813,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",16919.72,69.1972,0.5911,87,32.18,1.3124,34.05,0.8347,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",16906.03,69.0603,0.5899,85,28.24,1.3803,25.55,0.7876,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",16850.92,68.5092,0.5852,89,28.09,1.3671,26.4,0.7818,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",16803.89,68.0389,0.5812,123,29.27,1.1491,36.73,0.7221,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 10, 'k_threshold': 1.5, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",16801.96,68.0196,0.581,128,39.84,1.162,28.73,0.7572,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",16783.37,67.8337,0.5794,154,35.06,1.1284,34.14,0.7647,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",16772.13,67.7213,0.5785,76,39.47,1.3418,20.43,0.8692,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",16773.13,67.7313,0.5785,161,38.51,1.1115,37.34,0.7206,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 12, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",16757.75,67.5775,0.5772,77,35.06,1.2947,26.15,0.8275,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",16721.49,67.2149,0.5741,105,26.67,1.2116,38.01,0.6588,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",16712.6,67.126,0.5734,77,38.96,1.4135,19.97,0.9418,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",16641.8,66.418,0.5673,83,26.51,1.2499,36.52,0.657,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",16611.64,66.1164,0.5648,120,30.0,1.1827,34.51,0.7098,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",16598.4,65.984,0.5636,96,23.96,1.2572,35.53,0.6084,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",16593.85,65.9385,0.5632,85,31.76,1.2892,16.2,0.8284,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",16569.3,65.693,0.5611,83,34.94,1.2726,22.66,0.7505,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 12, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",16416.54,64.1654,0.5481,147,25.85,1.1727,34.84,0.7056,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",16311.69,63.1169,0.5391,99,36.36,1.193,31.49,0.7291,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",16306.52,63.0652,0.5387,128,37.5,1.1658,35.17,0.7103,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.0, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",16261.75,62.6175,0.5349,156,32.69,1.1134,33.35,0.6879,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",16261.97,62.6197,0.5349,101,22.77,1.2364,37.63,0.5928,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",16204.92,62.0492,0.53,103,27.18,1.197,38.1,0.6307,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",16181.86,61.8186,0.528,83,31.33,1.299,33.12,0.7789,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",16124.48,61.2448,0.5231,100,31.0,1.2554,31.59,0.7705,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 12, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",16098.07,60.9807,0.5209,114,26.32,1.2715,35.56,0.7233,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",16089.32,60.8932,0.5201,177,30.51,1.1267,31.76,0.7189,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",16057.38,60.5738,0.5174,128,35.16,1.1284,38.18,0.6842,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.0}",16049.58,60.4958,0.5167,99,33.33,1.2073,24.57,0.7702,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.0}",16003.22,60.0322,0.5128,169,31.36,1.0965,39.49,0.6416,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",15987.44,59.8744,0.5114,85,37.65,1.3435,24.0,0.8585,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",15985.63,59.8563,0.5113,109,26.61,1.2774,35.56,0.7177,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 0.8}",15980.38,59.8038,0.5108,77,33.77,1.4077,15.98,0.8719,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 18, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",15974.06,59.7406,0.5103,106,32.08,1.1613,35.16,0.7139,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",15971.01,59.7101,0.51,86,33.72,1.2327,26.99,0.7509,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 8, 'k_threshold': 1.0, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",15960.26,59.6026,0.5091,150,36.67,1.1251,37.16,0.683,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 8, 'k_threshold': 1.75, 'tp_atr_mult': 3.0, 'sl_atr_mult': 1.2}",15944.11,59.4411,0.5077,90,37.78,1.2595,24.58,0.7768,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 8, 'k_threshold': 1.5, 'tp_atr_mult': 3.0, 'sl_atr_mult': 0.8}",15822.84,58.2284,0.4974,131,28.24,1.1795,27.84,0.7181,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 18, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",15805.35,58.0535,0.4959,86,36.05,1.2797,36.17,0.8266,117.1
VolBreakoutMom,ADAUSDC,"{'lookback': 10, 'k_threshold': 1.0, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",15798.88,57.9888,0.4953,109,27.52,1.2028,36.2,0.7375,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",15783.97,57.8397,0.4941,92,39.13,1.2239,37.8,0.8013,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 10, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 1.2}",15758.87,57.5887,0.4919,105,30.48,1.1769,36.03,0.6511,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.75, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.0}",15728.47,57.2847,0.4893,89,35.96,1.2698,37.07,0.8159,117.1
VolBreakoutMom,DOGEUSDC,"{'lookback': 15, 'k_threshold': 1.25, 'tp_atr_mult': 2.5, 'sl_atr_mult': 1.2}",15719.14,57.1914,0.4885,92,40.22,1.1886,36.36,0.7385,117.1
VolBreakoutMom,XRPUSDC,"{'lookback': 15, 'k_threshold': 1.25, 'tp_atr_mult': 3.5, 'sl_atr_mult': 0.8}",15684.7,56.847,0.4856,97,22.68,1.2192,37.58,0.5641,117.1
