side,entry_price,exit_price,qty,pnl,pnl_pct,entry_time,exit_time,exit_reason
BUY,0.52890432,0.5148810021428571,18907.011385348487,-265.139,-2.6514,2024-01-22 12:00:00,2024-01-23 08:00:00,stop_loss
BUY,0.5102650049999999,0.5283728242857143,19078.049394382124,345.4619,3.5487,2024-01-23 12:00:00,2024-01-26 16:00:00,take_profit
BUY,0.5070934199999999,0.48966504499999997,19878.630727198248,-346.4522,-3.4369,2024-01-31 08:00:00,2024-01-31 12:00:00,stop_loss
BUY,0.493596675,0.5136059257142858,19720.292097939906,394.5883,4.0538,2024-02-01 04:00:00,2024-02-02 20:00:00,take_profit
BUY,0.5223510450000001,0.5345083264285715,19390.13805996796,235.7314,2.3274,2024-02-10 16:00:00,2024-02-11 08:00:00,take_profit
BUY,0.5507052149999999,0.5616504628571428,18819.85127678957,205.9879,1.9875,2024-02-26 16:00:00,2024-02-27 08:00:00,take_profit
BUY,0.560950335,0.5751665585714286,18843.340525879983,267.8811,2.5343,2024-02-27 12:00:00,2024-02-27 16:00:00,take_profit
BUY,0.573496605,0.5995443635714286,18898.210081400437,492.256,4.5419,2024-04-04 04:00:00,2024-04-04 12:00:00,take_profit
BUY,0.58199085,0.6085855550000001,19468.20183838351,517.7511,4.5696,2024-04-05 12:00:00,2024-04-08 08:00:00,take_profit
BUY,0.54703338,0.5168500171428572,19796.394674311952,-597.5218,-5.5176,2024-04-12 20:00:00,2024-04-13 16:00:00,stop_loss
BUY,0.49040507999999994,0.459819975,18531.56812129418,-566.79,-6.2367,2024-04-13 16:00:00,2024-04-13 20:00:00,stop_loss
BUY,0.48682328999999996,0.50216879,9899.619160234393,151.9146,3.1522,2024-04-14 12:00:00,2024-04-19 12:00:00,signal
BUY,0.505542645,0.48917814571428575,21433.739394953765,-350.7524,-3.237,2024-05-10 16:00:00,2024-05-13 00:00:00,stop_loss
BUY,0.508444095,0.518412092857143,20621.572747239243,205.5558,1.9605,2024-05-19 16:00:00,2024-05-20 04:00:00,take_profit
BUY,0.520990365,0.5056599007142858,20519.520904963607,-314.5738,-2.9426,2024-05-30 08:00:00,2024-06-07 16:00:00,stop_loss
BUY,0.499439595,0.4794758564285715,20775.08272748901,-414.7483,-3.9972,2024-06-07 20:00:00,2024-06-11 12:00:00,stop_loss
BUY,0.45238607999999997,0.43617466071428573,22019.13591845535,-356.9614,-3.5835,2024-07-04 08:00:00,2024-07-04 20:00:00,stop_loss
