side,entry_price,exit_price,qty,pnl,pnl_pct,entry_time,exit_time,exit_reason
BUY,2425.602195,2493.5711621428572,4.122687562129288,280.2148,2.8021,2024-02-07 20:00:00,2024-02-09 08:00:00,take_profit
BUY,2496.7677599999997,2568.2602275000004,4.117409308205195,294.3638,2.8634,2024-02-09 12:00:00,2024-02-12 16:00:00,take_profit
BUY,2611.575135,2678.6603569642857,4.049119025863942,271.636,2.5688,2024-02-12 16:00:00,2024-02-13 00:00:00,take_profit
BUY,2751.565095,2881.0237675000003,3.9418346434619194,510.3047,4.7049,2024-02-14 12:00:00,2024-02-18 20:00:00,take_profit
BUY,2887.6330949999997,2982.487296071429,3.9328124182510393,373.0438,3.2848,2024-02-19 00:00:00,2024-02-19 20:00:00,take_profit
BUY,2945.93223,2901.0394689285713,3.98161334324574,-178.7456,-1.5239,2024-02-19 20:00:00,2024-02-20 08:00:00,stop_loss
BUY,3017.8381649999997,2959.435256428572,3.8275138782230016,-223.5379,-1.9353,2024-02-20 20:00:00,2024-02-21 04:00:00,stop_loss
BUY,3030.784635,3130.21660875,3.737408255563104,371.6179,3.2807,2024-02-25 04:00:00,2024-02-26 00:00:00,take_profit
BUY,3182.05023,3288.7308833928573,3.676528197118683,392.2144,3.3526,2024-02-26 16:00:00,2024-02-28 04:00:00,take_profit
BUY,3410.0341649999996,3323.493850357143,3.545745068958533,-306.8499,-2.5378,2024-02-29 00:00:00,2024-02-29 20:00:00,stop_loss
BUY,3491.10468,3444.0842392857144,3.3755109089475512,-158.718,-1.3469,2024-03-03 20:00:00,2024-03-04 00:00:00,stop_loss
BUY,3598.2782399999996,3721.1756242857145,3.230862969908424,397.0646,3.4154,2024-03-04 16:00:00,2024-03-05 04:00:00,take_profit
BUY,3882.1000799999997,3734.728844285714,3.09693420604205,-456.399,-3.7962,2024-03-06 08:00:00,2024-03-06 12:00:00,stop_loss
BUY,3641.43981,3570.292532142857,3.176273702615538,-225.9832,-1.9538,2024-03-25 16:00:00,2024-03-25 20:00:00,stop_loss
BUY,3107.1528,3138.819805,3.6497163192263984,115.5756,1.0192,2024-04-19 08:00:00,2024-04-24 20:00:00,signal
BUY,3316.727535,3264.3091717857146,3.453947224947292,-181.0503,-1.5804,2024-04-28 04:00:00,2024-04-28 20:00:00,stop_loss
BUY,3075.2268449999997,3003.253336428572,3.6663154211179054,-263.8776,-2.3404,2024-05-03 16:00:00,2024-05-07 20:00:00,stop_loss
BUY,3087.132795,3209.056097857143,3.5666991840148143,434.8637,3.9494,2024-05-17 16:00:00,2024-05-20 16:00:00,take_profit
BUY,3665.181675,3801.341235714286,3.122829584070982,425.2031,3.7149,2024-05-20 20:00:00,2024-05-21 08:00:00,take_profit
BUY,3775.86699,3680.6373321428573,3.143898050825545,-299.3923,-2.5221,2024-05-21 12:00:00,2024-05-22 12:00:00,stop_loss
BUY,3876.047055,3822.5506257142856,2.985399395343426,-159.7082,-1.3802,2024-05-26 16:00:00,2024-05-26 20:00:00,stop_loss
BUY,3915.626835,3863.9477739285717,2.9144351102796193,-150.6153,-1.3198,2024-05-27 04:00:00,2024-05-27 16:00:00,stop_loss
BUY,3871.7849249999995,3813.3466585714286,2.90853579802711,-169.9698,-1.5093,2024-05-27 16:00:00,2024-05-28 16:00:00,stop_loss
